Quantity,Order Price (Minutes),Created at,Frozen Unit Price (Minutes),Item: Image,Address: Country,Full Name (from Item)
3,360,9/3/2024 3:29pm,120,https://cloud-50x4zfjwx-hack-club-bot.vercel.app/0enjoy_1.png,United Kingdom,Sticker of your choice
1,1200,9/3/2024 3:46pm,1200,https://cloud-4qxzmw5wz-hack-club-bot.vercel.app/1pinetime.png,United States,PineTime by PINE64
1,180,8/31/2024 5:09pm,180,https://cloud-r1yu83g5v-hack-club-bot.vercel.app/0image.png,United States,E-fidgets Made by Micha!
1,8100,8/28/2024 10:27pm,8100,https://cloud-n8ijhwk64-hack-club-bot.vercel.app/0a1_mini.png,United States,Bambu Lab A1 mini
1,180,8/31/2024 12:31pm,180,https://cloud-r1yu83g5v-hack-club-bot.vercel.app/0image.png,United States,E-fidgets Made by Micha!
1,8100,8/29/2024 12:58pm,8100,https://cloud-n8ijhwk64-hack-club-bot.vercel.app/0a1_mini.png,United States,Bambu Lab A1 mini
1,180,8/30/2024 5:09pm,180,https://cloud-r1yu83g5v-hack-club-bot.vercel.app/0image.png,United States,E-fidgets Made by Micha!
1,300,9/3/2024 6:39am,300,https://cloud-ijdgy1kv8-hack-club-bot.vercel.app/0group_1.png,Germany,2 Arcade Posters 11x17 inches. Designed by Acon & Krishna. Good for bedroom walls.
1,1200,9/2/2024 10:04am,1200,https://cloud-4qxzmw5wz-hack-club-bot.vercel.app/1pinetime.png,India,PineTime by PINE64
1,720,9/3/2024 3:36pm,720,https://cloud-elfpck7gj-hack-club-bot.vercel.app/0screenshot_2024-06-14_at_07.42.35.png,Germany,YubiKey 
1,4200,8/28/2024 9:12am,4200,https://cloud-p2gdpsmd3-hack-club-bot.vercel.app/0top.png,Poland,Flipper Zero
1,4200,8/22/2024 3:37pm,4200,https://cloud-p2gdpsmd3-hack-club-bot.vercel.app/0top.png,Germany,Flipper Zero
1,1200,9/1/2024 1:42am,1200,https://cloud-4qxzmw5wz-hack-club-bot.vercel.app/1pinetime.png,India,PineTime by PINE64
1,1200,8/31/2024 11:51am,1200,https://cloud-4qxzmw5wz-hack-club-bot.vercel.app/1pinetime.png,India,PineTime by PINE64
1,240,9/3/2024 7:43am,240,https://cloud-5ttcbislu-hack-club-bot.vercel.app/2screenshot_2024-06-16_at_19.34.55.png,,Domain for 1 year
2,480,9/3/2024 7:10am,240,https://cloud-5ttcbislu-hack-club-bot.vercel.app/2screenshot_2024-06-16_at_19.34.55.png,,Domain for 1 year
2,480,9/3/2024 1:08am,240,https://cloud-5ttcbislu-hack-club-bot.vercel.app/2screenshot_2024-06-16_at_19.34.55.png,,Domain for 1 year
1,1200,9/3/2024 1:28pm,1200,https://cloud-4qxzmw5wz-hack-club-bot.vercel.app/1pinetime.png,Spain,PineTime by PINE64
1,240,9/3/2024 1:22am,240,https://cloud-5ttcbislu-hack-club-bot.vercel.app/2screenshot_2024-06-16_at_19.34.55.png,,Domain for 1 year
1,240,9/3/2024 1:03am,240,https://cloud-5ttcbislu-hack-club-bot.vercel.app/2screenshot_2024-06-16_at_19.34.55.png,,Domain for 1 year
1,840,9/3/2024 2:16pm,840,https://cloud-3lhacr9fo-hack-club-bot.vercel.app/061ix8eet_dl._ac_sx679_.png,Czech Republic,Pinecil 
1,240,9/3/2024 12:43am,240,https://cloud-5ttcbislu-hack-club-bot.vercel.app/2screenshot_2024-06-16_at_19.34.55.png,,Domain for 1 year
2,480,9/3/2024 12:27am,240,https://cloud-5ttcbislu-hack-club-bot.vercel.app/2screenshot_2024-06-16_at_19.34.55.png,,Domain for 1 year
1,240,9/2/2024 11:19pm,240,https://cloud-5ttcbislu-hack-club-bot.vercel.app/2screenshot_2024-06-16_at_19.34.55.png,,Domain for 1 year
1,1500,9/2/2024 10:09pm,1500,https://cloud-dcmjamx8y-hack-club-bot.vercel.app/0image.png,United States,Leatherman Skeletool 
1,300,9/3/2024 11:36am,300,https://cloud-ijdgy1kv8-hack-club-bot.vercel.app/0group_1.png,Canada,2 Arcade Posters 11x17 inches. Designed by Acon & Krishna. Good for bedroom walls.
1,900,9/3/2024 11:55am,900,https://cloud-5di8nhlvy-hack-club-bot.vercel.app/0image.png,Argentina,Raspberry Pi Zero 2W Kit
1,1500,8/25/2024 6:45pm,1500,https://cloud-dcmjamx8y-hack-club-bot.vercel.app/0image.png,United States,Leatherman Skeletool 
1,900,9/3/2024 10:22am,900,https://cloud-5di8nhlvy-hack-club-bot.vercel.app/0image.png,Canada,Raspberry Pi Zero 2W Kit
1,300,9/3/2024 10:59am,300,https://cloud-ijdgy1kv8-hack-club-bot.vercel.app/0group_1.png,India,2 Arcade Posters 11x17 inches. Designed by Acon & Krishna. Good for bedroom walls.
2,480,9/3/2024 1:21pm,240,https://cloud-5ttcbislu-hack-club-bot.vercel.app/2screenshot_2024-06-16_at_19.34.55.png,,Domain for 1 year
1,240,9/3/2024 9:36am,240,https://cloud-5ttcbislu-hack-club-bot.vercel.app/2screenshot_2024-06-16_at_19.34.55.png,,Domain for 1 year
1,300,9/3/2024 8:44am,300,https://cloud-ijdgy1kv8-hack-club-bot.vercel.app/0group_1.png,United States,2 Arcade Posters 11x17 inches. Designed by Acon & Krishna. Good for bedroom walls.
1,240,9/3/2024 2:21pm,240,https://cloud-5ttcbislu-hack-club-bot.vercel.app/2screenshot_2024-06-16_at_19.34.55.png,,Domain for 1 year
1,240,9/3/2024 2:37pm,240,https://cloud-5ttcbislu-hack-club-bot.vercel.app/2screenshot_2024-06-16_at_19.34.55.png,,Domain for 1 year
1,420,8/31/2024 7:32pm,420,https://cloud-fyxfbdwdl-hack-club-bot.vercel.app/0multimeter.png,United States,Multimeter 
1,60,8/7/2024 9:49pm,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,Canada,Pile of stickers 
1,480,8/31/2024 7:44pm,480,https://cloud-amz50nt0a-hack-club-bot.vercel.app/0soldering_iron.png,United States,Soldering iron + solder
1,60,9/3/2024 12:00pm,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,Canada,Pile of stickers 
1,480,9/2/2024 9:59am,480,https://cloud-amz50nt0a-hack-club-bot.vercel.app/0soldering_iron.png,India,Soldering iron + solder
1,900,9/3/2024 9:30am,900,https://cloud-5di8nhlvy-hack-club-bot.vercel.app/0image.png,United Arab Emirates,Raspberry Pi Zero 2W Kit
1,900,9/3/2024 3:45am,900,https://cloud-5di8nhlvy-hack-club-bot.vercel.app/0image.png,Italy,Raspberry Pi Zero 2W Kit
1,480,9/3/2024 10:59am,480,https://cloud-amz50nt0a-hack-club-bot.vercel.app/0soldering_iron.png,United States,Soldering iron + solder
1,240,9/3/2024 2:13pm,240,https://cloud-nozsvexvx-hack-club-bot.vercel.app/0universal_paperclips_title_screen.png,,OpenAI credits 
1,900,9/3/2024 1:29pm,900,https://cloud-5di8nhlvy-hack-club-bot.vercel.app/0image.png,United States,Raspberry Pi Zero 2W Kit
1,480,8/31/2024 2:24am,480,https://cloud-amz50nt0a-hack-club-bot.vercel.app/0soldering_iron.png,United States,Soldering iron + solder
1,60,9/2/2024 11:01pm,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,Canada,Pile of stickers 
1,900,9/3/2024 1:33pm,900,https://cloud-5di8nhlvy-hack-club-bot.vercel.app/0image.png,United States,Raspberry Pi Zero 2W Kit
1,480,8/31/2024 1:30am,480,https://cloud-amz50nt0a-hack-club-bot.vercel.app/0soldering_iron.png,United States,Soldering iron + solder
1,900,9/3/2024 1:55am,900,https://cloud-5di8nhlvy-hack-club-bot.vercel.app/0image.png,New Zealand,Raspberry Pi Zero 2W Kit
1,1200,9/2/2024 2:12am,1200,https://cloud-4qxzmw5wz-hack-club-bot.vercel.app/1pinetime.png,United States,PineTime by PINE64
1,900,9/3/2024 2:49pm,900,https://cloud-5di8nhlvy-hack-club-bot.vercel.app/0image.png,Germany,Raspberry Pi Zero 2W Kit
1,60,9/3/2024 1:37pm,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,United States,Pile of stickers 
1,60,9/3/2024 1:24pm,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,Germany,Pile of stickers 
1,240,9/3/2024 2:01pm,240,https://cloud-itv94wqoe-hack-club-bot.vercel.app/1screenshot_2024-08-26_at_1.23.29___pm.png,,Digital Ocean credits 
3,720,9/3/2024 4:50am,240,https://cloud-4qxzmw5wz-hack-club-bot.vercel.app/2screenshot_2024-08-26_at_1.14.03___pm.png,,Anthropic credits 
3,180,9/3/2024 1:46pm,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,Poland,Pile of stickers 
1,60,9/3/2024 11:52am,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,Pakistan,Pile of stickers 
1,60,9/3/2024 2:26pm,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,United States,Pile of stickers 
1,180,8/30/2024 9:23pm,180,https://cloud-r1yu83g5v-hack-club-bot.vercel.app/0image.png,United States,E-fidgets Made by Micha!
1,900,9/3/2024 7:56am,900,https://cloud-elfpck7gj-hack-club-bot.vercel.app/0screenshot_2024-06-14_at_07.42.35.png,Italy,YubiKey 
3,180,9/1/2024 3:59pm,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,United States,Pile of stickers 
1,12000,8/26/2024 11:12am,12000,https://cloud-7x2qyu0b9-hack-club-bot.vercel.app/0screenshot_2024-06-14_at_08.46.20.png,United States,Quest 3
1,1200,9/3/2024 8:14am,1200,https://cloud-4qxzmw5wz-hack-club-bot.vercel.app/1pinetime.png,Czech Republic,PineTime by PINE64
1,900,9/3/2024 4:20am,900,https://cloud-elfpck7gj-hack-club-bot.vercel.app/0screenshot_2024-06-14_at_07.42.35.png,United Kingdom,YubiKey 
1,900,9/3/2024 2:04pm,900,https://cloud-5di8nhlvy-hack-club-bot.vercel.app/0image.png,France,Raspberry Pi Zero 2W Kit
1,12000,8/22/2024 10:02am,12000,https://cloud-7x2qyu0b9-hack-club-bot.vercel.app/0screenshot_2024-06-14_at_08.46.20.png,United States,Quest 3
1,900,9/1/2024 10:34am,900,https://cloud-5di8nhlvy-hack-club-bot.vercel.app/0image.png,United States,Raspberry Pi Zero 2W Kit
1,900,9/2/2024 3:22pm,900,https://cloud-elfpck7gj-hack-club-bot.vercel.app/0screenshot_2024-06-14_at_07.42.35.png,Deutschland,YubiKey 
1,900,9/3/2024 2:16pm,900,https://cloud-5di8nhlvy-hack-club-bot.vercel.app/0image.png,Lithuania,Raspberry Pi Zero 2W Kit
1,840,9/3/2024 6:01am,840,https://cloud-3lhacr9fo-hack-club-bot.vercel.app/061ix8eet_dl._ac_sx679_.png,Germany,Pinecil 
1,840,9/3/2024 8:12am,840,https://cloud-3lhacr9fo-hack-club-bot.vercel.app/061ix8eet_dl._ac_sx679_.png,United States,Pinecil 
1,120,9/3/2024 2:25pm,120,https://cloud-50x4zfjwx-hack-club-bot.vercel.app/0enjoy_1.png,United States,Sticker of your choice
1,120,9/3/2024 2:29pm,120,https://cloud-50x4zfjwx-hack-club-bot.vercel.app/0enjoy_1.png,United States,Sticker of your choice
1,120,9/3/2024 5:27am,120,https://cloud-50x4zfjwx-hack-club-bot.vercel.app/0enjoy_1.png,Canada,Sticker of your choice
1,840,9/3/2024 6:23am,840,https://cloud-3lhacr9fo-hack-club-bot.vercel.app/061ix8eet_dl._ac_sx679_.png,Czechia,Pinecil 
1,900,9/3/2024 8:04am,900,https://cloud-elfpck7gj-hack-club-bot.vercel.app/0screenshot_2024-06-14_at_07.42.35.png,Taiwan,YubiKey 
1,900,9/3/2024 8:25am,900,https://cloud-elfpck7gj-hack-club-bot.vercel.app/0screenshot_2024-06-14_at_07.42.35.png,España,YubiKey 
1,840,9/3/2024 7:57am,840,https://cloud-3lhacr9fo-hack-club-bot.vercel.app/061ix8eet_dl._ac_sx679_.png,Taiwan,Pinecil 
1,900,9/3/2024 9:54am,900,https://cloud-elfpck7gj-hack-club-bot.vercel.app/0screenshot_2024-06-14_at_07.42.35.png,United States,YubiKey 
1,900,9/3/2024 9:58am,900,https://cloud-elfpck7gj-hack-club-bot.vercel.app/0screenshot_2024-06-14_at_07.42.35.png,Netherlands,YubiKey 
1,900,9/3/2024 11:31am,900,https://cloud-elfpck7gj-hack-club-bot.vercel.app/0screenshot_2024-06-14_at_07.42.35.png,Canada,YubiKey 
1,900,9/3/2024 11:41am,900,https://cloud-elfpck7gj-hack-club-bot.vercel.app/0screenshot_2024-06-14_at_07.42.35.png,Romania,YubiKey 
1,900,9/3/2024 2:15pm,900,https://cloud-elfpck7gj-hack-club-bot.vercel.app/0screenshot_2024-06-14_at_07.42.35.png,Czech Republic,YubiKey 
1,900,9/3/2024 5:29am,900,https://cloud-elfpck7gj-hack-club-bot.vercel.app/0screenshot_2024-06-14_at_07.42.35.png,France,YubiKey 
1,240,9/3/2024 11:58am,240,https://cloud-lr8bs9gzg-hack-club-bot.vercel.app/0books.png,United States,Good Sci-Fi Book 
1,240,9/3/2024 5:54am,240,https://cloud-lr8bs9gzg-hack-club-bot.vercel.app/0books.png,Hungary,Good Sci-Fi Book 
1,4200,8/28/2024 4:50am,4200,https://cloud-p2gdpsmd3-hack-club-bot.vercel.app/0top.png,United States,Flipper Zero
1,120,9/3/2024 2:55am,120,https://cloud-50x4zfjwx-hack-club-bot.vercel.app/0enjoy_1.png,United States,Sticker of your choice
1,120,9/3/2024 12:16am,120,https://cloud-50x4zfjwx-hack-club-bot.vercel.app/0enjoy_1.png,Romania,Sticker of your choice
1,240,9/3/2024 8:06am,240,https://cloud-nozsvexvx-hack-club-bot.vercel.app/0universal_paperclips_title_screen.png,,OpenAI credits 
2,480,9/3/2024 7:56am,240,https://cloud-nozsvexvx-hack-club-bot.vercel.app/0universal_paperclips_title_screen.png,,OpenAI credits 
8,1920,9/3/2024 7:54am,240,https://cloud-nozsvexvx-hack-club-bot.vercel.app/0universal_paperclips_title_screen.png,,OpenAI credits 
1,120,9/3/2024 12:34am,120,https://cloud-50x4zfjwx-hack-club-bot.vercel.app/0enjoy_1.png,Thailand,Sticker of your choice
1,240,9/3/2024 3:08am,240,https://cloud-nozsvexvx-hack-club-bot.vercel.app/0universal_paperclips_title_screen.png,,OpenAI credits 
1,240,9/3/2024 12:38am,240,https://cloud-nozsvexvx-hack-club-bot.vercel.app/0universal_paperclips_title_screen.png,,OpenAI credits 
1,900,9/3/2024 1:38pm,900,https://cloud-5di8nhlvy-hack-club-bot.vercel.app/0image.png,Poland,Raspberry Pi Zero 2W Kit
1,840,9/3/2024 11:33am,840,https://cloud-3lhacr9fo-hack-club-bot.vercel.app/061ix8eet_dl._ac_sx679_.png,Canada,Pinecil 
1,840,9/3/2024 9:24am,840,https://cloud-3lhacr9fo-hack-club-bot.vercel.app/061ix8eet_dl._ac_sx679_.png,United Arab Emirates,Pinecil 
1,900,9/3/2024 7:29am,900,https://cloud-5di8nhlvy-hack-club-bot.vercel.app/0image.png,India,Raspberry Pi Zero 2W Kit
1,1080,9/2/2024 9:48pm,1080,https://cloud-8ikvjz9g0-hack-club-bot.vercel.app/0image.png,United States,Tuxedo pick set + clear training lock
1,840,9/3/2024 10:33am,840,https://cloud-3lhacr9fo-hack-club-bot.vercel.app/061ix8eet_dl._ac_sx679_.png,Czech Republic,Pinecil 
1,1200,9/3/2024 10:35am,1200,https://cloud-4qxzmw5wz-hack-club-bot.vercel.app/1pinetime.png,Czech Republic,PineTime by PINE64
1,1080,9/1/2024 10:50pm,1080,https://cloud-8ikvjz9g0-hack-club-bot.vercel.app/0image.png,Singapore,Tuxedo pick set + clear training lock
1,4200,8/24/2024 12:04pm,4200,https://cloud-p2gdpsmd3-hack-club-bot.vercel.app/0top.png,Czech Republic,Flipper Zero
1,1080,9/1/2024 4:42pm,1080,https://cloud-8ikvjz9g0-hack-club-bot.vercel.app/0image.png,Netherlands,Tuxedo pick set + clear training lock
1,4200,8/27/2024 5:23pm,4200,https://cloud-p2gdpsmd3-hack-club-bot.vercel.app/0top.png,United States,Flipper Zero
1,1080,9/2/2024 2:58pm,1080,https://cloud-8ikvjz9g0-hack-club-bot.vercel.app/0image.png,United States,Tuxedo pick set + clear training lock
1,1080,9/2/2024 1:07pm,1080,https://cloud-8ikvjz9g0-hack-club-bot.vercel.app/0image.png,United States,Tuxedo pick set + clear training lock
1,1080,9/1/2024 5:33pm,1080,https://cloud-8ikvjz9g0-hack-club-bot.vercel.app/0image.png,United States,Tuxedo pick set + clear training lock
1,1080,9/1/2024 1:04pm,1080,https://cloud-8ikvjz9g0-hack-club-bot.vercel.app/0image.png,Canada,Tuxedo pick set + clear training lock
1,1080,9/1/2024 6:37am,1080,https://cloud-8ikvjz9g0-hack-club-bot.vercel.app/0image.png,United Arab Emirates,Tuxedo pick set + clear training lock
1,1080,9/1/2024 4:17am,1080,https://cloud-8ikvjz9g0-hack-club-bot.vercel.app/0image.png,Germany,Tuxedo pick set + clear training lock
1,1080,8/31/2024 11:50pm,1080,https://cloud-8ikvjz9g0-hack-club-bot.vercel.app/0image.png,Singapore,Tuxedo pick set + clear training lock
1,1080,9/3/2024 1:38am,1080,https://cloud-8ikvjz9g0-hack-club-bot.vercel.app/0image.png,United States,Tuxedo pick set + clear training lock
1,1080,9/1/2024 9:32am,1080,https://cloud-8ikvjz9g0-hack-club-bot.vercel.app/0image.png,United States,Tuxedo pick set + clear training lock
1,3000,9/3/2024 11:39am,3000,https://cloud-ephagrx6o-hack-club-bot.vercel.app/1keeb.png,United States,Keychron US K6 Pro
1,9600,8/26/2024 11:51pm,9600,https://cloud-k0uz9sh1c-hack-club-bot.vercel.app/2ipad.png,India,iPad 10th Gen + 1st Gen Apple Pencil
1,9600,8/28/2024 5:33am,9600,https://cloud-k0uz9sh1c-hack-club-bot.vercel.app/2ipad.png,Austria,iPad 10th Gen + 1st Gen Apple Pencil
1,1080,9/1/2024 12:38pm,1080,https://cloud-8ikvjz9g0-hack-club-bot.vercel.app/0image.png,United States,Tuxedo pick set + clear training lock
1,1080,9/1/2024 10:57am,1080,https://cloud-8ikvjz9g0-hack-club-bot.vercel.app/0image.png,United States,Tuxedo pick set + clear training lock
1,1080,8/31/2024 11:56pm,1080,https://cloud-8ikvjz9g0-hack-club-bot.vercel.app/0image.png,United States,Tuxedo pick set + clear training lock
1,4200,8/28/2024 11:55pm,4200,https://cloud-p2gdpsmd3-hack-club-bot.vercel.app/0top.png,United States,Flipper Zero
1,1080,8/31/2024 7:35am,1080,https://cloud-8ikvjz9g0-hack-club-bot.vercel.app/0image.png,Australia,Tuxedo pick set + clear training lock
1,9600,8/20/2024 12:51am,9600,https://cloud-k0uz9sh1c-hack-club-bot.vercel.app/2ipad.png,United States,iPad 10th Gen + 1st Gen Apple Pencil
1,1080,8/31/2024 7:24am,1080,https://cloud-8ikvjz9g0-hack-club-bot.vercel.app/0image.png,Australia,Tuxedo pick set + clear training lock
1,8100,8/24/2024 4:34am,8100,https://cloud-n8ijhwk64-hack-club-bot.vercel.app/0a1_mini.png,Germany,Bambu Lab A1 mini
1,9600,8/25/2024 12:16am,9600,https://cloud-k0uz9sh1c-hack-club-bot.vercel.app/2ipad.png,Poland,iPad 10th Gen + 1st Gen Apple Pencil
1,4200,8/25/2024 5:35pm,4200,https://cloud-p2gdpsmd3-hack-club-bot.vercel.app/0top.png,United States,Flipper Zero
1,9600,8/24/2024 10:09am,9600,https://cloud-k0uz9sh1c-hack-club-bot.vercel.app/2ipad.png,Turkey,iPad 10th Gen + 1st Gen Apple Pencil
1,4200,8/20/2024 10:36pm,4200,https://cloud-p2gdpsmd3-hack-club-bot.vercel.app/0top.png,United States,Flipper Zero
1,4200,8/30/2024 2:53am,4200,https://cloud-p2gdpsmd3-hack-club-bot.vercel.app/0top.png,United States,Flipper Zero
1,4200,8/16/2024 2:28pm,4200,https://cloud-p2gdpsmd3-hack-club-bot.vercel.app/0top.png,Latvia,Flipper Zero
1,180,8/30/2024 3:59pm,180,https://cloud-r1yu83g5v-hack-club-bot.vercel.app/0image.png,United States,E-fidgets Made by Micha!
3,180,9/3/2024 6:07am,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,Hong Kong,Pile of stickers 
2,120,9/3/2024 5:16am,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,India,Pile of stickers 
2,120,9/3/2024 4:53am,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,Australia,Pile of stickers 
2,120,9/3/2024 4:42am,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,United Kingdom,Pile of stickers 
5,300,9/3/2024 4:02am,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,Hong Kong,Pile of stickers 
1,60,9/3/2024 3:40am,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,Portugal,Pile of stickers 
2,120,9/3/2024 2:59am,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,Singapore,Pile of stickers 
1,60,9/3/2024 2:56am,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,United States,Pile of stickers 
1,60,9/3/2024 12:59am,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,Australia,Pile of stickers 
1,60,9/3/2024 12:48am,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,Philippines,Pile of stickers 
5,300,9/3/2024 12:42am,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,Thailand,Pile of stickers 
1,1500,8/31/2024 12:38pm,1500,https://cloud-dcmjamx8y-hack-club-bot.vercel.app/0image.png,United States,Leatherman Skeletool 
1,480,9/1/2024 1:22am,480,https://cloud-4qxzmw5wz-hack-club-bot.vercel.app/0glue.png,United States,Hot glue gun 
5,1200,9/2/2024 11:18pm,240,https://cloud-5ttcbislu-hack-club-bot.vercel.app/2screenshot_2024-06-16_at_19.34.55.png,,Domain for 1 year
1,900,9/2/2024 11:24pm,900,https://cloud-5di8nhlvy-hack-club-bot.vercel.app/0image.png,United States,Raspberry Pi Zero 2W Kit
1,60,9/2/2024 10:02pm,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,Taiwan,Pile of stickers 
1,120,9/2/2024 11:00pm,120,https://cloud-50x4zfjwx-hack-club-bot.vercel.app/0enjoy_1.png,United States,Sticker of your choice
1,120,9/2/2024 9:56pm,120,https://cloud-50x4zfjwx-hack-club-bot.vercel.app/0enjoy_1.png,Poland,Sticker of your choice
10,600,9/2/2024 6:42pm,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,United States,Pile of stickers 
1,900,9/2/2024 6:48pm,900,https://cloud-elfpck7gj-hack-club-bot.vercel.app/0screenshot_2024-06-14_at_07.42.35.png,United States,YubiKey 
1,900,9/2/2024 10:25am,900,https://cloud-5di8nhlvy-hack-club-bot.vercel.app/0image.png,Spain,Raspberry Pi Zero 2W Kit
1,60,9/2/2024 10:37am,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,Spain,Pile of stickers 
4,240,9/2/2024 10:12pm,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,India,Pile of stickers 
1,900,9/2/2024 9:21pm,900,https://cloud-elfpck7gj-hack-club-bot.vercel.app/0screenshot_2024-06-14_at_07.42.35.png,Thailand,YubiKey 
2,1800,9/2/2024 9:19pm,900,https://cloud-elfpck7gj-hack-club-bot.vercel.app/0screenshot_2024-06-14_at_07.42.35.png,United States,YubiKey 
1,240,9/2/2024 9:35pm,240,https://cloud-lr8bs9gzg-hack-club-bot.vercel.app/0books.png,United States,Good Sci-Fi Book 
1,240,9/2/2024 9:32pm,240,https://cloud-lr8bs9gzg-hack-club-bot.vercel.app/0books.png,United States,Good Sci-Fi Book 
2,120,9/2/2024 9:28pm,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,New Zealand,Pile of stickers 
2,480,9/2/2024 6:33pm,240,https://cloud-5ttcbislu-hack-club-bot.vercel.app/2screenshot_2024-06-16_at_19.34.55.png,,Domain for 1 year
1,240,9/2/2024 6:55pm,240,https://cloud-5ttcbislu-hack-club-bot.vercel.app/2screenshot_2024-06-16_at_19.34.55.png,,Domain for 1 year
1,240,9/2/2024 5:20pm,240,https://cloud-5ttcbislu-hack-club-bot.vercel.app/2screenshot_2024-06-16_at_19.34.55.png,,Domain for 1 year
1,240,9/2/2024 8:45pm,240,https://cloud-5ttcbislu-hack-club-bot.vercel.app/2screenshot_2024-06-16_at_19.34.55.png,,Domain for 1 year
1,60,9/2/2024 6:38pm,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,Canada,Pile of stickers 
2,120,9/2/2024 9:05pm,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,United States,Pile of stickers 
1,300,9/2/2024 9:03pm,300,https://cloud-2wpezbt6a-hack-club-bot.vercel.app/0notebook.png,United States,Notebook from GitHub
1,3900,9/2/2024 8:58pm,3900,https://cloud-pnx1i6khl-hack-club-bot.vercel.app/051_7tbplikl._ac_sl1500_.png,India,"Samsung T7 1TB SSD (1,050MB/s, beige)"
1,1200,9/1/2024 10:24am,1200,https://cloud-4qxzmw5wz-hack-club-bot.vercel.app/1pinetime.png,Canada,PineTime by PINE64
1,1200,9/2/2024 11:36am,1200,https://cloud-4qxzmw5wz-hack-club-bot.vercel.app/1pinetime.png,Canada,PineTime by PINE64
1,1200,8/30/2024 11:30pm,1200,https://cloud-4qxzmw5wz-hack-club-bot.vercel.app/1pinetime.png,United States,PineTime by PINE64
1,1200,8/31/2024 6:21am,1200,https://cloud-4qxzmw5wz-hack-club-bot.vercel.app/1pinetime.png,France,PineTime by PINE64
1,1200,9/1/2024 1:39pm,1200,https://cloud-4qxzmw5wz-hack-club-bot.vercel.app/1pinetime.png,United States,PineTime by PINE64
1,1020,9/2/2024 8:10am,1020,https://cloud-eiuq0wqao-hack-club-bot.vercel.app/0onebywacom.png,India,One by Wacom
1,1200,9/1/2024 11:02am,1200,https://cloud-4qxzmw5wz-hack-club-bot.vercel.app/1pinetime.png,台灣,PineTime by PINE64
1,1020,9/2/2024 1:39am,1020,https://cloud-eiuq0wqao-hack-club-bot.vercel.app/0onebywacom.png,India,One by Wacom
1,1020,9/1/2024 8:38am,1020,https://cloud-eiuq0wqao-hack-club-bot.vercel.app/0onebywacom.png,India,One by Wacom
1,1020,9/1/2024 1:12am,1020,https://cloud-eiuq0wqao-hack-club-bot.vercel.app/0onebywacom.png,India,One by Wacom
1,1020,8/31/2024 2:55am,1020,https://cloud-eiuq0wqao-hack-club-bot.vercel.app/0onebywacom.png,India,One by Wacom
1,1020,8/31/2024 12:29am,1020,https://cloud-eiuq0wqao-hack-club-bot.vercel.app/0onebywacom.png,India,One by Wacom
1,1020,8/30/2024 5:37am,1020,https://cloud-eiuq0wqao-hack-club-bot.vercel.app/0onebywacom.png,India,One by Wacom
1,3300,9/1/2024 9:31am,3300,https://cloud-a7oi0q7go-hack-club-bot.vercel.app/0image.png,United States,Ryobi  Rotary Tool Kit
1,3300,8/31/2024 10:18am,3300,https://cloud-a7oi0q7go-hack-club-bot.vercel.app/0image.png,United States,Ryobi  Rotary Tool Kit
